date,location,competition,home_team_abbreviation,home_team_fullname,away_team_abbreviation,away_team_fullname,result,home_team_score,away_team_score
2007-03-17,"UNIVERSITARIA COMPLUTENSE, MADRID",SIX NATIONS B,SPAIN,SPAIN,GEORG,GEORGIA,FT,31,17
2007-03-17,"JOSEFA KAHOUTA,RICANY, PRAGUE",SIX NATIONS B,CZE,CZECH REPUBLIC,ROM,ROMANIA,FT,13,46
2007-03-17,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,SCOT,SCOTLAND,FT,46,19
2007-03-17,"STADIO FLAMINIO, ROME",SIX NATIONS,ITALY,ITALY,IRE,IRELAND,FT,24,51
2007-03-11,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,FRA,FRANCE,FT,26,18
2007-03-10,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,IRE,IRELAND,FT,18,19
2007-03-10,"STADIONUL GHENCEA II, BUCHAREST",SIX NATIONS B,ROM,ROMANIA,SPAIN,SPAIN,FT,50,14
2007-03-10,"STADIO FLAMINIO, ROME",SIX NATIONS,ITALY,ITALY,WALES,WALES,FT,23,20
2007-03-10,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,URUG,URUGUAY,FT,12,5
2007-02-24,"CROKE PARK, DUBLIN",SIX NATIONS,IRE,IRELAND,ENG,ENGLAND,FT,43,13
2007-02-24,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,ITALY,ITALY,FT,17,37
2007-02-24,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,WALES,WALES,FT,32,21
2007-02-11,"CROKE PARK, DUBLIN",SIX NATIONS,IRE,IRELAND,FRA,FRANCE,FT,17,20
2007-02-10,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,ITALY,ITALY,FT,20,7
2007-02-10,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,WALES,WALES,FT,21,9
2007-02-10,"UNIVERSITARIA COMPLUTENSE, MADRID",SIX NATIONS B,SPAIN,SPAIN,RUSS,RUSSIA,FT,14,39
2007-02-10,"WAITEMATA PARK, HENDERSON",RUGBY WORLD CUP QUALIFIER,TONGA,TONGA,KOREA,KOREA,FT,85,3
2007-02-04,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,IRE,IRELAND,FT,9,19
2007-02-03,"STADIONUL GHENCEA II, BUCHAREST",SIX NATIONS B,ROM,ROMANIA,GEORG,GEORGIA,FT,17,20
2007-02-03,"STADIO FLAMINIO, ROME",SIX NATIONS,ITALY,ITALY,FRA,FRANCE,FT,3,39
2007-02-03,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,SCOT,SCOTLAND,FT,42,20
2007-02-03,"UNIVERSITARIO LISBOA, LISBON",SIX NATIONS B,PORT,PORTUGAL,SPAIN,SPAIN,FT,21,18
2007-01-27,"CENTRE D'ANIMATION, AIRE-SUR-L'ADOUR",FRIENDLY,F AM,FRANCE AMATEUR,SPAIN,SPAIN,FT,47,0
2007-01-27,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,MOROC,MOROCCO,FT,16,15
2007-01-20,"STADE DE COC, CASABLANCA",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,PORT,PORTUGAL,FT,5,10
2006-11-26,"AVIVA STADIUM, DUBLIN",PACIFIC ISLANDERS TOUR IN IRELAND/SCOTLAND/WALES 2006,IRE,IRELAND,PI,PACIFIC ISLANDERS,FT,61,17
2006-11-25,"STADIONUL DINAMO, CHISINAU",FIRA CHAMPIONSHIP D2,MOLD,MOLDOVA,NETH,NETHERLANDS,FT,43,7
2006-11-25,"BT MURRAYFIELD, EDINBURGH",AUSTRALIA TOUR IN IRELAND/ITALY/SCOTLAND/WALES 2006,SCOT,SCOTLAND,AUS,AUSTRALIA,FT,15,44
2006-11-25,"STADIO OMERO TOGNON, FONTANAFREDDA",CANADA TOUR IN ITALY/WALES 2006,ITALY,ITALY,CAN,CANADA,FT,41,6
2006-11-25,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,GEORG,GEORGIA,FT,11,11
2006-11-25,"FOOTBALL CLUB, HONG KONG",RUGBY WORLD CUP QUALIFIER,JPN,JAPAN,KOREA,KOREA,FT,54,0
2006-11-25,"PRINCIPALITY STADIUM, CARDIFF",NEW ZEALAND TOUR IN ARGENTINA/ENGLAND/FRANCE/WALES 2006,WALES,WALES,NZL,NEW ZEALAND,FT,10,45
2006-11-25,"STADE DE FRANCE, PARIS",ARGENTINA TOUR IN ENGLAND/FRANCE/ITALY 2006,FRA,FRANCE,ARG,ARGENTINA,FT,27,26
2006-11-25,"TWICKENHAM STADIUM, TWICKENHAM",SOUTH AFRICA TOUR IN ENGLAND/IRELAND 2006,ENG,ENGLAND,SA,SOUTH AFRICA,FT,14,25
2006-11-21,"HAPPY VALLEY CLUB GROUND, HONG KONG",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,KOREA,KOREA,FT,5,23
2006-11-19,"FOOTBALL CLUB, HONG KONG",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,JPN,JAPAN,FT,3,52
2006-11-19,"STADE DE FRANCE, PARIS",NEW ZEALAND TOUR IN ARGENTINA/ENGLAND/FRANCE/WALES 2006,FRA,FRANCE,NZL,NEW ZEALAND,FT,11,23
2006-11-19,"AVIVA STADIUM, DUBLIN",LANSDOWNE CUP,IRE,IRELAND,AUS,AUSTRALIA,FT,21,6
2006-11-18,"PRINCIPALITY STADIUM, CARDIFF",CANADA TOUR IN ITALY/WALES 2006,WALES,WALES,CAN,CANADA,FT,61,26
2006-11-18,"TWICKENHAM STADIUM, TWICKENHAM",SOUTH AFRICA TOUR IN ENGLAND/IRELAND 2006,ENG,ENGLAND,SA,SOUTH AFRICA,FT,23,21
2006-11-18,"FRITZ GRUNEBAUM SPORTPARK, HEIDELBURG",FIRA CHAMPIONSHIP D2,GERM,GERMANY,BEL,BELGIUM,FT,32,13
2006-11-18,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",FIRA CHAMPIONSHIP D2,NETH,NETHERLANDS,UKR,UKRAINE,FT,18,29
2006-11-18,"STADIO FLAMINIO, ROME",ARGENTINA TOUR IN ENGLAND/FRANCE/ITALY 2006,ITALY,ITALY,ARG,ARGENTINA,FT,16,23
2006-11-18,"BT MURRAYFIELD, EDINBURGH",PACIFIC ISLANDERS TOUR IN IRELAND/SCOTLAND/WALES 2006,SCOT,SCOTLAND,PI,PACIFIC ISLANDERS,FT,34,22
2006-11-12,"MATMUT STADIUM GERLAND, LYON",NEW ZEALAND TOUR IN ARGENTINA/ENGLAND/FRANCE/WALES 2006,FRA,FRANCE,NZL,NEW ZEALAND,FT,3,47
2006-11-12,"DINAMO ARENA, TBILISI",RUGBY WORLD CUP QUALIFIER,GEORG,GEORGIA,PORT,PORTUGAL,FT,17,3
2006-11-11,"AVIVA STADIUM, DUBLIN",SOUTH AFRICA TOUR IN ENGLAND/IRELAND 2006,IRE,IRELAND,SA,SOUTH AFRICA,FT,32,15
2006-11-11,"BT MURRAYFIELD, EDINBURGH",ROMANIA TOUR IN SCOTLAND 2006,SCOT,SCOTLAND,ROM,ROMANIA,FT,48,6
2006-11-11,"STADIO FLAMINIO, ROME",AUSTRALIA TOUR IN IRELAND/ITALY/SCOTLAND/WALES 2006,ITALY,ITALY,AUS,AUSTRALIA,FT,18,25
2006-11-11,"STADE DE COC, CASABLANCA",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,NAMIB,NAMIBIA,FT,8,27
2006-11-11,"PRINCIPALITY STADIUM, CARDIFF",PACIFIC ISLANDERS TOUR IN IRELAND/SCOTLAND/WALES 2006,WALES,WALES,PI,PACIFIC ISLANDERS,FT,38,20
2006-11-11,"TWICKENHAM STADIUM, TWICKENHAM",ARGENTINA TOUR IN ENGLAND/FRANCE/ITALY 2006,ENG,ENGLAND,ARG,ARGENTINA,FT,18,25
2006-11-11,"STADIONUL DINAMO, CHISINAU",FIRA CHAMPIONSHIP D2,MOLD,MOLDOVA,GERM,GERMANY,FT,26,24
2006-11-05,"TWICKENHAM STADIUM, TWICKENHAM",NEW ZEALAND TOUR IN ARGENTINA/ENGLAND/FRANCE/WALES 2006,ENG,ENGLAND,NZL,NEW ZEALAND,FT,20,41
2006-11-04,"STADION MAKIS (FK MILICIONAR), BELGRADE",FIRA CHAMPIONSHIP D3,DEN,DENMARK,S&M,SERBIA AND MONTENEGRO,FT,23,34
2006-11-04,"PRINCIPALITY STADIUM, CARDIFF",AUSTRALIA TOUR IN IRELAND/ITALY/SCOTLAND/WALES 2006,WALES,WALES,AUS,AUSTRALIA,FT,29,29
2006-11-04,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D2,BEL,BELGIUM,UKR,UKRAINE,FT,24,11
2006-10-28,"ATLETIKSTADION, ODENSE",FIRA CHAMPIONSHIP D3,DEN,DENMARK,SWED,SWEDEN,FT,13,23
2006-10-28,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,RUSS,RUSSIA,FT,26,23
2006-10-28,"MESKHI (LOKOMOTIVI) STADIUM, TBILISI",RUGBY WORLD CUP QUALIFIER,GEORG,GEORGIA,SPAIN,SPAIN,FT,37,23
2006-10-28,", MAKARSKA",FIRA CHAMPIONSHIP D2,CRO,CROATIA,POL,POLAND,FT,11,12
2006-10-28,"HAGE GEINGOB STADIUM, WINDHOEK",RUGBY WORLD CUP QUALIFIER,NAMIB,NAMIBIA,MOROC,MOROCCO,FT,25,7
2006-10-21,"STADE DE MYLLYPURON NURMIKENTTA, HELSINKI",FIRA CHAMPIONSHIP D3,SWED,SWEDEN,ARM,ARMENIA,FT,24,0
2006-10-14,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,ROM,ROMANIA,FT,20,43
2006-10-14,"SLAVA STADIUM, MOSCOW",RUGBY WORLD CUP QUALIFIER,RUSS,RUSSIA,ITALY,ITALY,FT,7,67
2006-10-07,"STADIONUL DINAMO, BUCHAREST",ANTIM CUP,ROM,ROMANIA,GEORG,GEORGIA,FT,20,8
2006-10-07,"STADIO TOMMASO FATTORI, L'AQUILA",RUGBY WORLD CUP QUALIFIER,ITALY,ITALY,PORT,PORTUGAL,FT,83,0
2006-10-07,"UNIVERSITY GROUND STANFORD, PALO ALTO,CA",RUGBY WORLD CUP QUALIFIER,USA,UNITED STATES OF AMERICA,URUG,URUGUAY,FT,33,7
2006-10-07,"STADE DE COC, CASABLANCA",AFRICAN CAR CHAMPIONSHIP,MOROC,MOROCCO,CDI,IVORY COAST,FT,23,7
2006-10-07,"STADIONIE HUTNIKA, KRAKOW",FIRA CHAMPIONSHIP D2,POL,POLAND,AND,ANDORRA,FT,54,8
2006-09-30,"PARQUE CENTRAL, MONTEVIDEO",RUGBY WORLD CUP QUALIFIER,URUG,URUGUAY,USA,UNITED STATES OF AMERICA,FT,13,42
2006-09-30,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,CZE,CZECH REPUBLIC,FT,46,17
2006-09-16,"JOSEFA KAHOUTA,RICANY, PRAGUE",RUGBY WORLD CUP QUALIFIER,CZE,CZECH REPUBLIC,SPAIN,SPAIN,FT,12,33
2006-09-16,"COUNTRY LOS TEROS, CANELONES",PORTUGAL TOUR IN URUGUAY 2006,URUG,URUGUAY,PORT,PORTUGAL,FT,20,14
2006-09-16,", BERNE",GERMANY TOUR 2006,SWITZ,SWITZERLAND,GERM,GERMANY,FT,10,40
2006-09-09,"KYADONDO RC, KAMPALA",AFRICAN CAR CHAMPIONSHIP,UGA,UGANDA,MOROC,MOROCCO,FT,3,5
2006-09-09,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,AUS,AUSTRALIA,FT,24,16
2006-09-02,"OLYMPIA PARK, RUSTENBERG, RUSTENBERG",RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,21,20
2006-08-26,"NAIMETTE-XHOVEMONT, LIEGE",SPAIN TOUR IN BELGIUM 2006,BEL,BELGIUM,SPAIN,SPAIN,FT,18,6
2006-08-26,"LOFTUS VERSFELD, PRETORIA",RUGBY CHAMPIONSHIP,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,26,45
2006-08-23,"NAIMETTE-XHOVEMONT, LIEGE",FRIENDLY,SPAIN,SPAIN,WAAM,WALES AMATEUR,FT,25,7
2006-08-19,"EDEN PARK, AUCKLAND",RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,34,27
2006-08-12,"SWILERS RFC, ST JOHN'S,NL",RUGBY WORLD CUP QUALIFIER,CAN,CANADA,USA,UNITED STATES OF AMERICA,FT,56,7
2006-08-05,"STADIUM AUSTRALIA, SYDNEY",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,20,18
2006-07-29,"SUNCORP STADIUM, BRISBANE",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,9,13
2006-07-22,"SKY STADIUM, WELLINGTON",RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,35,17
2006-07-22,"PARQUE CENTRAL, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,CHI,CHILE,FT,43,15
2006-07-15,"SUNCORP STADIUM, BRISBANE",RUGBY CHAMPIONSHIP,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,49,0
2006-07-08,"JADE STADIUM (LANCASTER PARK), CHRISTCHURCH",RUGBY CHAMPIONSHIP,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,32,12
2006-07-08,"CA SAN ISIDRO, BUENOS AIRES",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,URUG,URUGUAY,FT,26,0
2006-07-08,--,RUGBY WORLD CUP QUALIFIER,TONGA,TONGA,COK,COOK ISLANDS,FT,90,0
2006-07-01,"BUCK SHAW STADIUM, SANTA CLARA",RUGBY WORLD CUP QUALIFIER,USA,UNITED STATES OF AMERICA,BRB,BARBADOS,FT,91,0
2006-07-01,"PRINCE OF WALES CC, SANTIAGO",SOUTH AMERICAN CHAMPIONSHIP,CHI,CHILE,ARG,ARGENTINA,FT,13,60
2006-07-01,"CENTRAL COAST STADIUM, GOSFORD",IRB PACIFIC NATIONS CUP,SAMOA,SAMOA,TONGA,TONGA,FT,36,0
2006-07-01,"KINCHO (NAGAI) STADIUM, OSAKA",IRB PACIFIC NATIONS CUP,JPN,JAPAN,FIJI,FIJI,FT,15,29
2006-06-25,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",NEW ZEALAND TOUR IN ARGENTINA/ENGLAND/FRANCE/WALES 2006,ARG,ARGENTINA,NZL,NEW ZEALAND,FT,19,25
2006-06-24,"PATERSONS STADIUM, PERTH",IRELAND TOUR IN AUSTRALIA/NEW ZEALAND 2006,AUS,AUSTRALIA,IRE,IRELAND,FT,37,15
2006-06-24,"DHL NEWLANDS STADIUM, CAPE TOWN",FRANCE TOUR IN ROMANIA/SOUTH AFRICA 2006,SA,SOUTH AFRICA,FRA,FRANCE,FT,26,36
2006-06-24,"NATIONAL STADIUM, RARATONGA",RUGBY WORLD CUP QUALIFIER,COK,COOK ISLANDS,TONGA,TONGA,FT,10,77
2006-06-24,"UNIVERSITARIO LISBOA, LISBON",NATIONS CUP,PORT,PORTUGAL,ARG A,ARGENTINA JAGUARES,FT,19,24
2006-06-24,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",IRB PACIFIC NATIONS CUP,FIJI,FIJI,SAMOA,SAMOA,FT,23,20
2006-06-24,"CARISBROOK, DUNEDIN",IRB PACIFIC NATIONS CUP,JUNNZ,JUNIOR ALL BLACKS,JPN,JAPAN,FT,38,8
2006-06-24,"GARRISON SAVANNAH, BRIDGETOWN",RUGBY WORLD CUP QUALIFIER,BRB,BARBADOS,CAN,CANADA,FT,3,69
2006-06-18,"MARVEL STADIUM, MANCHESTER",COOK CUP,AUS,AUSTRALIA,ENG,ENGLAND,FT,43,18
2006-06-18,"UNIVERSITARIO LISBOA, LISBON",NATIONS CUP,PORT,PORTUGAL,,ITALY AITA A,FT,26,26
2006-06-17,"CHURCHILL PARK, LAUTOKA",ITALY TOUR IN FIJI/JAPAN 2006,FIJI,FIJI,ITALY,ITALY,FT,29,18
2006-06-17,"COMMONWEALTH STADIUM, EDMONTON",CHURCHILL CUP,CAN,CANADA,USA,UNITED STATES OF AMERICA,FT,33,18
2006-06-17,"JOSE AMALFITANI (VELEZ SARSFIELD), BUENOS AIRES",WALES TOUR IN ARGENTINA 2006,ARG,ARGENTINA,WALES,WALES,FT,45,27
2006-06-17,YARROW STADIUM,IRB PACIFIC NATIONS CUP,JUNNZ,JUNIOR ALL BLACKS,TONGA,TONGA,FT,38,10
2006-06-17,"EDEN PARK, AUCKLAND",IRELAND TOUR IN AUSTRALIA/NEW ZEALAND 2006,NZL,NEW ZEALAND,IRE,IRELAND,FT,27,17
2006-06-17,YARROW STADIUM,IRB PACIFIC NATIONS CUP,SAMOA,SAMOA,JPN,JAPAN,FT,53,9
2006-06-17,"BOET ERASMUS (EPRFU), PORT ELIZABETH",SCOTLAND TOUR IN SOUTH AFRICA 2006,SA,SOUTH AFRICA,SCOT,SCOTLAND,FT,29,15
2006-06-17,"STADE FELIX HOUPHOUET BOIGNY, ABIDJAN",AFRICAN CAR CHAMPIONSHIP,CDI,IVORY COAST,MOROC,MOROCCO,FT,9,9
2006-06-17,"STADIONUL COTROCENI, BUCHAREST",FRANCE TOUR IN ROMANIA/SOUTH AFRICA 2006,ROM,ROMANIA,FRA,FRANCE,FT,14,62
2006-06-13,"UNIVERSITARIO LISBOA, LISBON",NATIONS CUP,PORT,PORTUGAL,RUSS,RUSSIA,FT,17,37
2006-06-12,"STADIUM AUSTRALIA, SYDNEY",COOK CUP,AUS,AUSTRALIA,ENG,ENGLAND,FT,34,3
2006-06-11,"CHICHIBUNOMIYA, TOKYO",ITALY TOUR IN FIJI/JAPAN 2006,JPN,JAPAN,ITALY,ITALY,FT,6,52
2006-06-11,"ESTADIO RAUL CONTI, PUERTO MADRYN",WALES TOUR IN ARGENTINA 2006,ARG,ARGENTINA,WALES,WALES,FT,27,25
2006-06-10,"AVANGARD (CENTRALNY) STADIUM, KRASNOYARSK",SIX NATIONS B,RUSS,RUSSIA,ROM,ROMANIA,FT,25,24
2006-06-10,"YORK STADIUM, TORONTO",CHURCHILL CUP,CAN,CANADA,,ENGLAND AENG A,FT,11,41
2006-06-10,"JONSSON KINGS PARK, DURBAN",SCOTLAND TOUR IN SOUTH AFRICA 2006,SA,SOUTH AFRICA,SCOT,SCOTLAND,FT,36,16
2006-06-10,"FMG (WAIKATO) STADIUM, HAMILTON(NZ)",IRELAND TOUR IN AUSTRALIA/NEW ZEALAND 2006,NZL,NEW ZEALAND,IRE,IRELAND,FT,34,23
2006-06-10,"CENTRAL COAST STADIUM, GOSFORD",IRB PACIFIC NATIONS CUP,FIJI,FIJI,TONGA,TONGA,FT,23,24
2006-06-09,"NORTH HARBOUR STADIUM, ALBANY",IRB PACIFIC NATIONS CUP,SAMOA,SAMOA,JUNNZ,JUNIOR ALL BLACKS,FT,12,56
2006-06-07,"BUCK SHAW STADIUM, SANTA CLARA",CHURCHILL CUP,USA,UNITED STATES OF AMERICA,MAORI,NEW ZEALAND MAORI,FT,6,74
2006-06-07,"MAPLE GROVE RUGBY PARK, NEPEAN",CHURCHILL CUP,CAN,CANADA,,SCOTLAND ASCO A,FT,10,15
2006-06-04,"HEIWADAI STADIUM, FUKUOKA",IRB PACIFIC NATIONS CUP,JPN,JAPAN,TONGA,TONGA,FT,16,57
2006-06-03,"BUCK SHAW STADIUM, SANTA CLARA",CHURCHILL CUP,USA,UNITED STATES OF AMERICA,,IRELAND AIRE A,FT,13,28
2006-06-03,"SPARTAK STADIUM, KIEV",SIX NATIONS B,UKR,UKRAINE,ROM,ROMANIA,FT,0,58
2006-06-03,"STADE DE COC, CASABLANCA",AFRICAN CAR CHAMPIONSHIP,MOROC,MOROCCO,UGA,UGANDA,FT,36,3
2006-05-27,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,GERM,GERMANY,FT,36,10
2006-05-21,", SHENYANG",ASIAN RUGBY CHAMPIONSHIP,CHN,CHINA,HK,HONG KONG,FT,7,23
2006-05-20,"JOSEFA KAHOUTA,RICANY, PRAGUE",SIX NATIONS B,CZE,CZECH REPUBLIC,PORT,PORTUGAL,FT,10,18
2006-05-14,"HAPPY VALLEY CLUB GROUND, HONG KONG",ASIAN RUGBY CHAMPIONSHIP,HK,HONG KONG,SL,SRI LANKA,FT,45,14
2006-05-14,"HANAZONO FIELD, OSAKA",GEORGIA TOUR IN JAPAN 2006,JPN,JAPAN,GEORG,GEORGIA,FT,32,7
2006-05-13,"FRITZ GRUNEBAUM SPORTPARK, HEIDELBURG",RUGBY WORLD CUP QUALIFIER,GERM,GERMANY,SPAIN,SPAIN,FT,18,6
2006-05-13,"UNIVERSITARIO LISBOA, LISBON",SIX NATIONS B,PORT,PORTUGAL,UKR,UKRAINE,FT,52,14
2006-04-29,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,NETH,NETHERLANDS,FT,24,13
2006-04-29,"RUDOLF-KALWEIT-STADION, HANOVER",RUGBY WORLD CUP QUALIFIER,GERM,GERMANY,BEL,BELGIUM,FT,33,15
2006-04-29,"LONGDEN PLACE, COLOMBO",ASIAN RUGBY CHAMPIONSHIP,SL,SRI LANKA,CHN,CHINA,FT,30,0
2006-04-29,"STADE HOHE WARTE, VIENNA",FIRA CHAMPIONSHIP D3,AUT,AUSTRIA,SWED,SWEDEN,FT,3,11
2006-04-23,"CHICHIBUNOMIYA, TOKYO",ASIAN RUGBY CHAMPIONSHIP,JPN,JAPAN,KOREA,KOREA,FT,50,14
2006-04-22,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",RUGBY WORLD CUP QUALIFIER,NETH,NETHERLANDS,POL,POLAND,FT,22,20
2006-04-22,"STADION NK RUDES, ZAGREB",RUGBY WORLD CUP QUALIFIER,CRO,CROATIA,GERM,GERMANY,FT,15,25
2006-04-22,"LE STADE DU PETIT HEYSEL, BRUSSELS",RUGBY WORLD CUP QUALIFIER,BEL,BELGIUM,MALTA,MALTA,FT,24,0
2006-04-22,", GOTHENBURG",FIRA CHAMPIONSHIP D3,SWED,SWEDEN,SWITZ,SWITZERLAND,FT,35,3
2006-04-16,"CHICHIBUNOMIYA, TOKYO",ASIAN RUGBY CHAMPIONSHIP,JPN,JAPAN,AGU,ARABIAN GULF,FT,82,9
2006-04-08,", SOCHACEWZ",RUGBY WORLD CUP QUALIFIER,POL,POLAND,MOLD,MOLDOVA,FT,13,27
2006-04-08,", LAZAREVAC",RUGBY WORLD CUP QUALIFIER,S&M,SERBIA AND MONTENEGRO,BEL,BELGIUM,FT,15,36
2006-04-08,", FREDERICIA",FIRA CHAMPIONSHIP D3,DEN,DENMARK,AUT,AUSTRIA,FT,16,5
2006-04-01,"ATLETIKSTADION, ODENSE",FIRA CHAMPIONSHIP D3,DEN,DENMARK,LAT,LATVIA,FT,0,8
2006-03-18,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,FRA,FRANCE,FT,16,21
2006-03-18,"UNIVERSITARIO LISBOA, LISBON",SIX NATIONS B,PORT,PORTUGAL,ROM,ROMANIA,FT,3,27
2006-03-18,"STADIO FLAMINIO, ROME",SIX NATIONS,ITALY,ITALY,SCOT,SCOTLAND,FT,10,13
2006-03-18,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,IRE,IRELAND,FT,24,28
2006-03-12,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,ENG,ENGLAND,FT,31,6
2006-03-11,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,SCOT,SCOTLAND,FT,15,9
2006-03-11,"DINAMO ARENA, TBILISI",SIX NATIONS B,GEORG,GEORGIA,PORT,PORTUGAL,FT,40,0
2006-03-11,"GIRONDE, LA TESTE",SIX NATIONS B,ROM,ROMANIA,CZE,CZECH REPUBLIC,FT,50,3
2006-03-11,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ITALY,ITALY,FT,18,18
2006-03-11,"CAMP DEL CONSELL GENERAL, ANDORRA LA VELLA",RUGBY WORLD CUP QUALIFIER,AND,ANDORRA,SPAIN,SPAIN,FT,0,31
2006-02-26,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,WALES,WALES,FT,31,5
2006-02-25,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,ENG,ENGLAND,FT,18,12
2006-02-25,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,ITALY,ITALY,FT,37,12
2006-02-25,"UNIVERSITARIO LISBOA, LISBON",SIX NATIONS B,PORT,PORTUGAL,RUSS,RUSSIA,FT,19,19
2006-02-25,"STADIONUL GHENCEA II, BUCHAREST",SIX NATIONS B,ROM,ROMANIA,GEORG,GEORGIA,FT,35,10
2006-02-12,"PRINCIPALITY STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,SCOT,SCOTLAND,FT,28,18
2006-02-11,"STADE DE FRANCE, PARIS",SIX NATIONS,FRA,FRANCE,IRE,IRELAND,FT,43,31
2006-02-11,"STADIO FLAMINIO, ROME",SIX NATIONS,ITALY,ITALY,ENG,ENGLAND,FT,16,31
2006-02-05,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,FRA,FRANCE,FT,20,16
2006-02-04,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,WALES,WALES,FT,47,13
2006-02-04,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ITALY,ITALY,FT,26,16
2005-12-03,"CRICKET & RUGBY CLUB, BUENOS AIRES",SAMOA TOUR IN ARGENTINA/AUSTRALIA/ENGLAND/SCOTLAND 2005,ARG,ARGENTINA,SAMOA,SAMOA,FT,12,28
2005-12-03,"RUGBY CLUB, AVUSY",FIRA CHAMPIONSHIP D3,SWITZ,SWITZERLAND,DEN,DENMARK,FT,8,7
2005-11-27,"STADE DE FRANCE, PARIS",SOUTH AFRICA TOUR IN ARGENTINA/AUSTRALIA/FRANCE/WALES 2005,FRA,FRANCE,SA,SOUTH AFRICA,FT,26,20
2005-11-26,"AVIVA STADIUM, DUBLIN",ROMANIA TOUR IN IRELAND 2005,IRE,IRELAND,ROM,ROMANIA,FT,43,12
2005-11-26,"TWICKENHAM STADIUM, TWICKENHAM",SAMOA TOUR IN ARGENTINA/AUSTRALIA/ENGLAND/SCOTLAND 2005,ENG,ENGLAND,SAMOA,SAMOA,FT,40,3
2005-11-26,"PRINCIPALITY STADIUM, CARDIFF",AUSTRALIA TOUR IN ENGLAND/FRANCE/IRELAND/SOUTH AFRICA/WALES 2005,WALES,WALES,AUS,AUSTRALIA,FT,24,22
